> [AbstractArgumentParser]: setupCLIOptions() DONE.
width	2048
y0	0
yS	32
output-directory	/tmp
y1	63
strategy	GRID_SCAN
paint_color	java.awt.Color[r=0,g=160,b=230]
debug	true
xS	32
x0	0
x1	63
input	datasets/SIMPLE_VORONOI_2048x2048_1.png
height	2048
gradient	RAINBOW


Branch summary:
CLASS NAME	METHOD	PC	TAKEN	NOT_TAKEN
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	569	961	897
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	564	489	1858
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	556	219	45
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	551	2128	264
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	543	264	259
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	538	2128	523
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	530	785	1445
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	525	1866	2230
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	489	1984	29888
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	508	29760	128
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	438	896	23040
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	457	21952	1088
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	425	2112	1984
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	384	1204	20902
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	401	19994	908
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	335	950	17438
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	352	16404	1034
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	322	2112	1984
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	270	448	3008
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	289	1344	1664
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	219	1984	31744
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	238	31744	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	206	2112	1984
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	165	502	4816
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	182	3206	1610
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	116	1364	22444
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	133	21824	620
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	103	2112	1984
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	isDebugging	73	0	4096
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getBottomY	66	64	4096
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getRightX	45	1	64
