> [AbstractArgumentParser]: setupCLIOptions() DONE.
width	512
y0	0
yS	128
output-directory	/tmp
y1	255
strategy	GREEDY_RANGE_SCAN
paint_color	java.awt.Color[r=0,g=160,b=230]
debug	true
xS	128
x0	0
x1	255
input	datasets/SIMPLE_VORONOI_512x512_1.png
height	512
gradient	RAINBOW


Branch summary:
CLASS NAME	METHOD	PC	TAKEN	NOT_TAKEN
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	775	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	672	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	657	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	628	0	1
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	272	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	189	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	115	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	70	1	0
pt/ulisboa/tecnico/cnv/solver/SolverArgumentParser$SolverParameters	toString	27	1	0
pt/ulisboa/tecnico/cnv/solver/SolverFactory	getInstance	3	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory	toString	55	0	1
pt/ulisboa/tecnico/cnv/solver/SolverFactory	toString	32	1	0
pt/ulisboa/tecnico/cnv/solver/SolverFactory	toString	9	1	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	235	512	262144
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	222	1	512
pt/ulisboa/tecnico/cnv/solver/AbstractSolverStrategy	<init>	73	0	1
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	100	0	1
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getRightX	114	1	80
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getRightX	131	80	5040
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	223	0	2768
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	214	0	2768
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	208	0	2768
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	199	0	2768
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getRightX	165	2272	2768
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getRightX	68	80	5040
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getRightX	56	1	80
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	39	4364	436400
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	31	4364	4364
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	412	91	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	395	52	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	383	39	52
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	362	39	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	350	52	39
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	332	36	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	320	55	36
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	299	55	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	287	36	55
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	275	91	4
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	171	3	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	166	92	3
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	101	3	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	shiftViewportCorner	96	92	3
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	shiftViewportCorner	31	2	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	shiftViewportCorner	25	2	2
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	shiftViewportCorner	9	2	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	shiftViewportCorner	3	2	2
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getRightX	1487	1	95
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	1447	1616	63409
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getBottomY	1425	255	65025
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getRightX	1404	1	255
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	isDebugging	1383	0	1
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	containsCoordinate	1346	0	382
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	1326	685	382
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	containsCoordinate	1267	0	611
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	1247	456	611
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	containsCoordinate	1188	0	513
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	1168	554	513
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	containsCoordinate	1109	0	484
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	1089	583	484
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	1033	1067	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	1025	1067	927
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	isDebugging	985	1	1994
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	isDebugging	955	0	1
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	924	0	1
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	875	0	1
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	826	0	1
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	777	0	1
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	666	1	25
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	683	25	550
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	622	0	1
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	586	1	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	550	1	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	514	0	1
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	491	1	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	468	1	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	380	1	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	357	1	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	269	1	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	246	1	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	158	1	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	135	1	0
