> [AbstractArgumentParser]: setupCLIOptions() DONE.
width	1024
y0	0
yS	32
output-directory	/tmp
y1	63
strategy	GRID_SCAN
paint_color	java.awt.Color[r=0,g=160,b=230]
debug	true
xS	32
x0	0
x1	63
input	datasets/SIMPLE_VORONOI_1024x1024_1.png
height	1024
gradient	RAINBOW


Branch summary:
CLASS NAME	METHOD	PC	TAKEN	NOT_TAKEN
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	551	3906	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	543	0	126
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	538	3906	126
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	530	124	64
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	525	3908	188
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	489	1984	29888
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	508	29760	128
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	438	1984	31744
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	457	31744	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	425	2112	1984
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	384	1954	29453
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	401	29295	158
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	335	1953	31279
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	352	31248	31
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	322	2112	1984
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	270	2048	31808
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	289	31744	64
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	219	1984	31744
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	238	31744	0
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	206	2112	1984
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	165	1986	30878
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	182	30752	126
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	116	1922	30814
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	toString	133	30752	62
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	checkBoundaries	103	2112	1984
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	isDebugging	73	0	4096
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getBottomY	66	64	4096
pt/ulisboa/tecnico/cnv/solver/Solver$Viewport	getRightX	45	1	64
